637
(1,0,0) (1, 0, 0.5) (0, 0)
(0.99955,0.0399893,0) (1, 0, 0.5) (0, 0)
(0.998201,0.0799147,0) (1, 0, 0.5) (0, 0)
(0.995953,0.119712,0) (1, 0, 0.5) (0, 0)
(0.992809,0.159318,0) (1, 0, 0.5) (0, 0)
(0.988771,0.198669,0) (1, 0, 0.5) (0, 0)
(0.983844,0.237703,0) (1, 0, 0.5) (0, 0)
(0.978031,0.276356,0) (1, 0, 0.5) (0, 0)
(0.971338,0.314567,0) (1, 0, 0.5) (0, 0)
(0.963771,0.352274,0) (1, 0, 0.5) (0, 0)
(0.955337,0.389418,0) (1, 0, 0.5) (0, 0)
(0.946042,0.425939,0) (1, 0, 0.5) (0, 0)
(0.935897,0.461779,0) (1, 0, 0.5) (0, 0)
(0.924909,0.49688,0) (1, 0, 0.5) (0, 0)
(0.913089,0.531186,0) (1, 0, 0.5) (0, 0)
(0.900447,0.564642,0) (1, 0, 0.5) (0, 0)
(0.886995,0.597195,0) (1, 0, 0.5) (0, 0)
(0.872745,0.628793,0) (1, 0, 0.5) (0, 0)
(0.857709,0.659385,0) (1, 0, 0.5) (0, 0)
(0.841901,0.688922,0) (1, 0, 0.5) (0, 0)
(0.825336,0.717356,0) (1, 0, 0.5) (0, 0)
(0.808028,0.744643,0) (1, 0, 0.5) (0, 0)
(0.789992,0.770739,0) (1, 0, 0.5) (0, 0)
(0.771246,0.795602,0) (1, 0, 0.5) (0, 0)
(0.751806,0.819192,0) (1, 0, 0.5) (0, 0)
(0.731689,0.841471,0) (1, 0, 0.5) (0, 0)
(0.710913,0.862404,0) (1, 0, 0.5) (0, 0)
(0.689498,0.881958,0) (1, 0, 0.5) (0, 0)
(0.667463,0.9001,0) (1, 0, 0.5) (0, 0)
(0.644827,0.916803,0) (1, 0, 0.5) (0, 0)
(0.62161,0.932039,0) (1, 0, 0.5) (0, 0)
(0.597834,0.945784,0) (1, 0, 0.5) (0, 0)
(0.57352,0.958016,0) (1, 0, 0.5) (0, 0)
(0.54869,0.968715,0) (1, 0, 0.5) (0, 0)
(0.523366,0.977865,0) (1, 0, 0.5) (0, 0)
(0.497571,0.98545,0) (1, 0, 0.5) (0, 0)
(0.471328,0.991458,0) (1, 0, 0.5) (0, 0)
