100
(-17.4885, 0, 64.6862) (1, 1, 1) (0, 0)
(-17.1822, 0, 62.0802) (1, 1, 1) (0, 0)
(-16.876, 0, 59.5212) (1, 1, 1) (0, 0)
(-16.5697, 0, 57.0092) (1, 1, 1) (0, 0)
(-16.2635, 0, 54.5441) (1, 1, 1) (0, 0)
(-15.9572, 0, 52.126) (1, 1, 1) (0, 0)
(-15.651, 0, 49.7549) (1, 1, 1) (0, 0)
(-15.3447, 0, 47.4308) (1, 1, 1) (0, 0)
(-15.0385, 0, 45.1536) (1, 1, 1) (0, 0)
(-14.7322, 0, 42.9234) (1, 1, 1) (0, 0)
(-14.426, 0, 40.7402) (1, 1, 1) (0, 0)
(-14.1197, 0, 38.6039) (1, 1, 1) (0, 0)
(-13.8135, 0, 36.5146) (1, 1, 1) (0, 0)
(-13.5072, 0, 34.4723) (1, 1, 1) (0, 0)
(-13.201, 0, 32.477) (1, 1, 1) (0, 0)
(-12.8947, 0, 30.5286) (1, 1, 1) (0, 0)
(-12.5884, 0, 28.6272) (1, 1, 1) (0, 0)
(-12.2822, 0, 26.7728) (1, 1, 1) (0, 0)
(-11.9759, 0, 24.9654) (1, 1, 1) (0, 0)
(-11.6697, 0, 23.2049) (1, 1, 1) (0, 0)
(-11.3634, 0, 21.4914) (1, 1, 1) (0, 0)
(-11.0572, 0, 19.8249) (1, 1, 1) (0, 0)
(-10.7509, 0, 18.2053) (1, 1, 1) (0, 0)
(-10.4447, 0, 16.6327) (1, 1, 1) (0, 0)
(-10.1384, 0, 15.1071) (1, 1, 1) (0, 0)
(-9.83216, 0, 13.6285) (1, 1, 1) (0, 0)
(-9.52591, 0, 12.1968) (1, 1, 1) (0, 0)
(-9.21966, 0, 10.8121) (1, 1, 1) (0, 0)
(-8.9134, 0, 9.47439) (1, 1, 1) (0, 0)
(-8.60715, 0, 8.18365) (1, 1, 1) (0, 0)
(-8.30089, 0, 6.93987) (1, 1, 1) (0, 0)
(-7.99464, 0, 5.74307) (1, 1, 1) (0, 0)
(-7.68839, 0, 4.59324) (1, 1, 1) (0, 0)
(-7.38213, 0, 3.49038) (1, 1, 1) (0, 0)
(-7.07588, 0, 2.4345) (1, 1, 1) (0, 0)
(-6.76963, 0, 1.42559) (1, 1, 1) (0, 0)
(-6.46337, 0, 0.463648) (1, 1, 1) (0, 0)
(-6.15712, 0, -0.451318) (1, 1, 1) (0, 0)
(-5.85087, 0, -1.31931) (1, 1, 1) (0, 0)
(-5.54461, 0, -2.14034) (1, 1, 1) (0, 0)
(-5.23836, 0, -2.91438) (1, 1, 1) (0, 0)
(-4.93211, 0, -3.64146) (1, 1, 1) (0, 0)
(-4.62585, 0, -4.32156) (1, 1, 1) (0, 0)
(-4.3196, 0, -4.95469) (1, 1, 1) (0, 0)
(-4.01335, 0, -5.54085) (1, 1, 1) (0, 0)
(-3.70709, 0, -6.08004) (1, 1, 1) (0, 0)
(-3.40084, 0, -6.57225) (1, 1, 1) (0, 0)
(-3.09459, 0, -7.01749) (1, 1, 1) (0, 0)
(-2.78833, 0, -7.41576) (1, 1, 1) (0, 0)
(-2.48208, 0, -7.76705) (1, 1, 1) (0, 0)
(-2.17582, 0, -8.07137) (1, 1, 1) (0, 0)
(-1.86957, 0, -8.32872) (1, 1, 1) (0, 0)
(-1.56332, 0, -8.5391) (1, 1, 1) (0, 0)
(-1.25706, 0, -8.7025) (1, 1, 1) (0, 0)
(-0.950809, 0, -8.81893) (1, 1, 1) (0, 0)
(-0.644556, 0, -8.88839) (1, 1, 1) (0, 0)
(-0.338303, 0, -8.91088) (1, 1, 1) (0, 0)
(-0.0320492, 0, -8.88639) (1, 1, 1) (0, 0)
(0.274204, 0, -8.81493) (1, 1, 1) (0, 0)
(0.580458, 0, -8.6965) (1, 1, 1) (0, 0)
(0.886711, 0, -8.5311) (1, 1, 1) (0, 0)
(1.19296, 0, -8.31872) (1, 1, 1) (0, 0)
(1.49922, 0, -8.05937) (1, 1, 1) (0, 0)
(1.80547, 0, -7.75305) (1, 1, 1) (0, 0)
(2.11172, 0, -7.39975) (1, 1, 1) (0, 0)
(2.41798, 0, -6.99949) (1, 1, 1) (0, 0)
(2.72423, 0, -6.55225) (1, 1, 1) (0, 0)
(3.03049, 0, -6.05803) (1, 1, 1) (0, 0)
(3.33674, 0, -5.51685) (1, 1, 1) (0, 0)
(3.64299, 0, -4.92869) (1, 1, 1) (0, 0)
(3.94925, 0, -4.29356) (1, 1, 1) (0, 0)
(4.2555, 0, -3.61146) (1, 1, 1) (0, 0)
(4.56175, 0, -2.88238) (1, 1, 1) (0, 0)
(4.86801, 0, -2.10633) (1, 1, 1) (0, 0)
(5.17426, 0, -1.28331) (1, 1, 1) (0, 0)
(5.48051, 0, -0.413311) (1, 1, 1) (0, 0)
(5.78677, 0, 0.503655) (1, 1, 1) (0, 0)
(6.09302, 0, 1.46759) (1, 1, 1) (0, 0)
(6.39927, 0, 2.47851) (1, 1, 1) (0, 0)
(6.70553, 0, 3.53639) (1, 1, 1) (0, 0)
(7.01178, 0, 4.64125) (1, 1, 1) (0, 0)
(7.31804, 0, 5.79308) (1, 1, 1) (0, 0)
(7.62429, 0, 6.99188) (1, 1, 1) (0, 0)
(7.93054, 0, 8.23766) (1, 1, 1) (0, 0)
(8.2368, 0, 9.5304) (1, 1, 1) (0, 0)
(8.54305, 0, 10.8701) (1, 1, 1) (0, 0)
(8.8493, 0, 12.2568) (1, 1, 1) (0, 0)
(9.15556, 0, 13.6905) (1, 1, 1) (0, 0)
(9.46181, 0, 15.1711) (1, 1, 1) (0, 0)
(9.76806, 0, 16.6987) (1, 1, 1) (0, 0)
(10.0743, 0, 18.2733) (1, 1, 1) (0, 0)
(10.3806, 0, 19.8949) (1, 1, 1) (0, 0)
(10.6868, 0, 21.5634) (1, 1, 1) (0, 0)
(10.9931, 0, 23.2789) (1, 1, 1) (0, 0)
(11.2993, 0, 25.0414) (1, 1, 1) (0, 0)
(11.6056, 0, 26.8508) (1, 1, 1) (0, 0)
(11.9118, 0, 28.7072) (1, 1, 1) (0, 0)
(12.2181, 0, 30.6106) (1, 1, 1) (0, 0)
(12.5243, 0, 32.561) (1, 1, 1) (0, 0)
(12.8306, 0, 34.5583) (1, 1, 1) (0, 0)
